Uniprot_ID,Gene_Name,Synonyms,Other_Accessions,PDB_ID,Method,Resolution,Chains
P61769,B2M,,"P01884, Q540F8, Q6IAT8, Q9UCK0, Q9UD48, Q9UDF4",7TLT,X-ray,2.30 A,B/D=21-119
P61769,B2M,,"P01884, Q540F8, Q6IAT8, Q9UCK0, Q9UD48, Q9UDF4",7TR4,X-ray,2.30 A,B=22-119
P61769,B2M,,"P01884, Q540F8, Q6IAT8, Q9UCK0, Q9UD48, Q9UDF4",7TUC,X-ray,1.25 A,B=21-119
P61769,B2M,,"P01884, Q540F8, Q6IAT8, Q9UCK0, Q9UD48, Q9UDF4",7TUD,X-ray,1.45 A,B=21-119
P61769,B2M,,"P01884, Q540F8, Q6IAT8, Q9UCK0, Q9UD48, Q9UDF4",7TUE,X-ray,3.10 A,B=21-119
P61769,B2M,,"P01884, Q540F8, Q6IAT8, Q9UCK0, Q9UD48, Q9UDF4",7U1R,X-ray,1.80 A,B=21-119
P61769,B2M,,"P01884, Q540F8, Q6IAT8, Q9UCK0, Q9UD48, Q9UDF4",7U21,X-ray,1.90 A,B/E=21-119
P61769,B2M,,"P01884, Q540F8, Q6IAT8, Q9UCK0, Q9UD48, Q9UDF4",7UC5,X-ray,1.95 A,B/E=21-119
P61769,B2M,,"P01884, Q540F8, Q6IAT8, Q9UCK0, Q9UD48, Q9UDF4",7UFJ,X-ray,2.50 A,B/D=21-119
P61769,B2M,,"P01884, Q540F8, Q6IAT8, Q9UCK0, Q9UD48, Q9UDF4",7UM2,X-ray,1.63 A,B=21-119
P61769,B2M,,"P01884, Q540F8, Q6IAT8, Q9UCK0, Q9UD48, Q9UDF4",7UMG,X-ray,2.40 A,B=21-119
P61769,B2M,,"P01884, Q540F8, Q6IAT8, Q9UCK0, Q9UD48, Q9UDF4",7UR1,X-ray,2.17 A,B=21-119
P61769,B2M,,"P01884, Q540F8, Q6IAT8, Q9UCK0, Q9UD48, Q9UDF4",7WJ2,X-ray,1.28 A,B=20-119
P61769,B2M,,"P01884, Q540F8, Q6IAT8, Q9UCK0, Q9UD48, Q9UDF4",7WJ3,X-ray,1.56 A,B=20-119
P61769,B2M,,"P01884, Q540F8, Q6IAT8, Q9UCK0, Q9UD48, Q9UDF4",7WKJ,X-ray,1.50 A,B=21-119
P61769,B2M,,"P01884, Q540F8, Q6IAT8, Q9UCK0, Q9UD48, Q9UDF4",7WT3,X-ray,1.89 A,B/E=20-119
P61769,B2M,,"P01884, Q540F8, Q6IAT8, Q9UCK0, Q9UD48, Q9UDF4",7WT4,X-ray,1.89 A,B/E=20-119
P61769,B2M,,"P01884, Q540F8, Q6IAT8, Q9UCK0, Q9UD48, Q9UDF4",7WT5,X-ray,2.10 A,B/E=20-119
P61769,B2M,,"P01884, Q540F8, Q6IAT8, Q9UCK0, Q9UD48, Q9UDF4",7WZZ,X-ray,1.30 A,B=21-119
P61769,B2M,,"P01884, Q540F8, Q6IAT8, Q9UCK0, Q9UD48, Q9UDF4",7X00,X-ray,1.45 A,B=21-119
P61769,B2M,,"P01884, Q540F8, Q6IAT8, Q9UCK0, Q9UD48, Q9UDF4",7X1B,X-ray,1.40 A,B=21-119
P61769,B2M,,"P01884, Q540F8, Q6IAT8, Q9UCK0, Q9UD48, Q9UDF4",7X1C,X-ray,1.41 A,B=21-119
P61769,B2M,,"P01884, Q540F8, Q6IAT8, Q9UCK0, Q9UD48, Q9UDF4",7XF3,X-ray,1.91 A,B=21-119
P61769,B2M,,"P01884, Q540F8, Q6IAT8, Q9UCK0, Q9UD48, Q9UDF4",7YG3,X-ray,1.50 A,C=21-119
P61769,B2M,,"P01884, Q540F8, Q6IAT8, Q9UCK0, Q9UD48, Q9UDF4",7ZT2,X-ray,2.40 A,B=21-119
P61769,B2M,,"P01884, Q540F8, Q6IAT8, Q9UCK0, Q9UD48, Q9UDF4",7ZT3,X-ray,2.40 A,B=21-119
P61769,B2M,,"P01884, Q540F8, Q6IAT8, Q9UCK0, Q9UD48, Q9UDF4",7ZT4,X-ray,2.02 A,B=21-119
P61769,B2M,,"P01884, Q540F8, Q6IAT8, Q9UCK0, Q9UD48, Q9UDF4",7ZT5,X-ray,2.09 A,B=21-119
P61769,B2M,,"P01884, Q540F8, Q6IAT8, Q9UCK0, Q9UD48, Q9UDF4",7ZT7,X-ray,1.84 A,B=21-119
P61769,B2M,,"P01884, Q540F8, Q6IAT8, Q9UCK0, Q9UD48, Q9UDF4",7ZT8,X-ray,2.29 A,B=21-119
P61769,B2M,,"P01884, Q540F8, Q6IAT8, Q9UCK0, Q9UD48, Q9UDF4",7ZT9,X-ray,2.13 A,B=21-119
P61769,B2M,,"P01884, Q540F8, Q6IAT8, Q9UCK0, Q9UD48, Q9UDF4",7ZUC,X-ray,1.89 A,B/E=21-119
P61769,B2M,,"P01884, Q540F8, Q6IAT8, Q9UCK0, Q9UD48, Q9UDF4",8A7O,EM,3.00 A,A/B/C/D/E/F=27-119
P61769,B2M,,"P01884, Q540F8, Q6IAT8, Q9UCK0, Q9UD48, Q9UDF4",8A7P,EM,3.40 A,A/B/C/D/E/F=27-119
P61769,B2M,,"P01884, Q540F8, Q6IAT8, Q9UCK0, Q9UD48, Q9UDF4",8A7Q,EM,2.80 A,A/B/C/D/E/F/G/H/I/J/K/L=21-119
P61769,B2M,,"P01884, Q540F8, Q6IAT8, Q9UCK0, Q9UD48, Q9UDF4",8A7T,EM,3.00 A,A/B/C/D/E/F=21-119
P61769,B2M,,"P01884, Q540F8, Q6IAT8, Q9UCK0, Q9UD48, Q9UDF4",8CX4,X-ray,2.20 A,B=21-119
P61769,B2M,,"P01884, Q540F8, Q6IAT8, Q9UCK0, Q9UD48, Q9UDF4",8DNT,X-ray,3.18 A,F/L/T/Z=21-119
P61769,B2M,,"P01884, Q540F8, Q6IAT8, Q9UCK0, Q9UD48, Q9UDF4",8DV3,X-ray,1.90 A,B=21-119
P61769,B2M,,"P01884, Q540F8, Q6IAT8, Q9UCK0, Q9UD48, Q9UDF4",8DV4,X-ray,2.40 A,B=21-119
P61769,B2M,,"P01884, Q540F8, Q6IAT8, Q9UCK0, Q9UD48, Q9UDF4",8DVG,X-ray,2.59 A,B=1-119
P61769,B2M,,"P01884, Q540F8, Q6IAT8, Q9UCK0, Q9UD48, Q9UDF4",8E13,X-ray,1.37 A,B=21-119
P61769,B2M,,"P01884, Q540F8, Q6IAT8, Q9UCK0, Q9UD48, Q9UDF4",8E2Z,X-ray,1.13 A,B=21-119
P61769,B2M,,"P01884, Q540F8, Q6IAT8, Q9UCK0, Q9UD48, Q9UDF4",8E8I,X-ray,1.49 A,B=21-119
P61769,B2M,,"P01884, Q540F8, Q6IAT8, Q9UCK0, Q9UD48, Q9UDF4",8EB2,X-ray,2.90 A,B/E/H=21-119
P61769,B2M,,"P01884, Q540F8, Q6IAT8, Q9UCK0, Q9UD48, Q9UDF4",8EC5,X-ray,1.22 A,B=21-119
P61769,B2M,,"P01884, Q540F8, Q6IAT8, Q9UCK0, Q9UD48, Q9UDF4",8ELG,X-ray,1.65 A,B=21-119
P61769,B2M,,"P01884, Q540F8, Q6IAT8, Q9UCK0, Q9UD48, Q9UDF4",8ELH,X-ray,1.85 A,B=21-119
P61769,B2M,,"P01884, Q540F8, Q6IAT8, Q9UCK0, Q9UD48, Q9UDF4",8ERX,X-ray,2.07 A,B=21-119
P61769,B2M,,"P01884, Q540F8, Q6IAT8, Q9UCK0, Q9UD48, Q9UDF4",8ES8,EM,2.65 A,M=21-119
P61769,B2M,,"P01884, Q540F8, Q6IAT8, Q9UCK0, Q9UD48, Q9UDF4",8ES9,EM,3.25 A,M=21-119
P61769,B2M,,"P01884, Q540F8, Q6IAT8, Q9UCK0, Q9UD48, Q9UDF4",8ESH,X-ray,2.72 A,B=21-119
P61769,B2M,,"P01884, Q540F8, Q6IAT8, Q9UCK0, Q9UD48, Q9UDF4",8GLE,X-ray,1.85 A,B=21-119
P61769,B2M,,"P01884, Q540F8, Q6IAT8, Q9UCK0, Q9UD48, Q9UDF4",8GLF,X-ray,2.00 A,B=21-119
P61769,B2M,,"P01884, Q540F8, Q6IAT8, Q9UCK0, Q9UD48, Q9UDF4",8GLG,X-ray,1.60 A,B=21-119
P61769,B2M,,"P01884, Q540F8, Q6IAT8, Q9UCK0, Q9UD48, Q9UDF4",8GLH,X-ray,1.83 A,B=21-119
P61769,B2M,,"P01884, Q540F8, Q6IAT8, Q9UCK0, Q9UD48, Q9UDF4",8GLI,X-ray,2.10 A,B=21-119
P61769,B2M,,"P01884, Q540F8, Q6IAT8, Q9UCK0, Q9UD48, Q9UDF4",8GOM,X-ray,2.78 A,B=21-119
P61769,B2M,,"P01884, Q540F8, Q6IAT8, Q9UCK0, Q9UD48, Q9UDF4",8GON,X-ray,2.60 A,B=21-119
P61769,B2M,,"P01884, Q540F8, Q6IAT8, Q9UCK0, Q9UD48, Q9UDF4",8GVB,X-ray,3.20 A,L=21-119
P61769,B2M,,"P01884, Q540F8, Q6IAT8, Q9UCK0, Q9UD48, Q9UDF4",8GVG,X-ray,3.37 A,L=21-119
P61769,B2M,,"P01884, Q540F8, Q6IAT8, Q9UCK0, Q9UD48, Q9UDF4",8GVI,X-ray,3.30 A,L=21-119
P61769,B2M,,"P01884, Q540F8, Q6IAT8, Q9UCK0, Q9UD48, Q9UDF4",8I5C,X-ray,3.34 A,B/G/L/Q/V/a/f/k/p/u=21-119
P61769,B2M,,"P01884, Q540F8, Q6IAT8, Q9UCK0, Q9UD48, Q9UDF4",8I5D,X-ray,3.30 A,L=21-119
P61769,B2M,,"P01884, Q540F8, Q6IAT8, Q9UCK0, Q9UD48, Q9UDF4",8I5E,X-ray,2.20 A,L=21-119
P61769,B2M,,"P01884, Q540F8, Q6IAT8, Q9UCK0, Q9UD48, Q9UDF4",8ISN,X-ray,2.48 A,B/E=21-119
P61769,B2M,,"P01884, Q540F8, Q6IAT8, Q9UCK0, Q9UD48, Q9UDF4",8SHI,X-ray,2.90 A,B/E=21-119
P61769,B2M,,"P01884, Q540F8, Q6IAT8, Q9UCK0, Q9UD48, Q9UDF4",1K5N,,,
P61769,B2M,,"P01884, Q540F8, Q6IAT8, Q9UCK0, Q9UD48, Q9UDF4",2YXF,,,
P61769,B2M,,"P01884, Q540F8, Q6IAT8, Q9UCK0, Q9UD48, Q9UDF4",3LOW,,,
P61769,B2M,,"P01884, Q540F8, Q6IAT8, Q9UCK0, Q9UD48, Q9UDF4",3MYZ,,,
P61769,B2M,,"P01884, Q540F8, Q6IAT8, Q9UCK0, Q9UD48, Q9UDF4",4E0K,,,
P61769,B2M,,"P01884, Q540F8, Q6IAT8, Q9UCK0, Q9UD48, Q9UDF4",4RMW,,,
P61769,B2M,,"P01884, Q540F8, Q6IAT8, Q9UCK0, Q9UD48, Q9UDF4",4WC8,,,
P61769,B2M,,"P01884, Q540F8, Q6IAT8, Q9UCK0, Q9UD48, Q9UDF4",7MX4,,,
P61769,B2M,,"P01884, Q540F8, Q6IAT8, Q9UCK0, Q9UD48, Q9UDF4",7OW4,,,
Q95460,MR1,,"A8K2V9, B4E3B1, O97985, O97986, Q53GM1, Q95HB8, Q9MY23, Q9NPL2, Q9TQB3, Q9TQB9, Q9TQK3",4GUP,X-ray,3.20 A,A/C=23-292
Q95460,MR1,,"A8K2V9, B4E3B1, O97985, O97986, Q53GM1, Q95HB8, Q9MY23, Q9NPL2, Q9TQB3, Q9TQB9, Q9TQK3",4L4T,X-ray,2.00 A,A/C=23-292
Q95460,MR1,,"A8K2V9, B4E3B1, O97985, O97986, Q53GM1, Q95HB8, Q9MY23, Q9NPL2, Q9TQB3, Q9TQB9, Q9TQK3",4L4V,X-ray,1.90 A,A/C=23-292
Q95460,MR1,,"A8K2V9, B4E3B1, O97985, O97986, Q53GM1, Q95HB8, Q9MY23, Q9NPL2, Q9TQB3, Q9TQB9, Q9TQK3",4LCW,X-ray,2.40 A,A/C=23-292
Q95460,MR1,,"A8K2V9, B4E3B1, O97985, O97986, Q53GM1, Q95HB8, Q9MY23, Q9NPL2, Q9TQB3, Q9TQB9, Q9TQK3",4NQC,X-ray,2.50 A,A/C=23-292
Q95460,MR1,,"A8K2V9, B4E3B1, O97985, O97986, Q53GM1, Q95HB8, Q9MY23, Q9NPL2, Q9TQB3, Q9TQB9, Q9TQK3",4NQD,X-ray,2.20 A,A/C=23-292
Q95460,MR1,,"A8K2V9, B4E3B1, O97985, O97986, Q53GM1, Q95HB8, Q9MY23, Q9NPL2, Q9TQB3, Q9TQB9, Q9TQK3",4NQE,X-ray,2.10 A,A/C=23-292
Q95460,MR1,,"A8K2V9, B4E3B1, O97985, O97986, Q53GM1, Q95HB8, Q9MY23, Q9NPL2, Q9TQB3, Q9TQB9, Q9TQK3",4PJ5,X-ray,2.00 A,A/C=23-292
Q95460,MR1,,"A8K2V9, B4E3B1, O97985, O97986, Q53GM1, Q95HB8, Q9MY23, Q9NPL2, Q9TQB3, Q9TQB9, Q9TQK3",4PJ7,X-ray,2.50 A,A/C=23-292
Q95460,MR1,,"A8K2V9, B4E3B1, O97985, O97986, Q53GM1, Q95HB8, Q9MY23, Q9NPL2, Q9TQB3, Q9TQB9, Q9TQK3",4PJ8,X-ray,3.30 A,A=23-292
Q95460,MR1,,"A8K2V9, B4E3B1, O97985, O97986, Q53GM1, Q95HB8, Q9MY23, Q9NPL2, Q9TQB3, Q9TQB9, Q9TQK3",4PJ9,X-ray,2.00 A,A=23-292
Q95460,MR1,,"A8K2V9, B4E3B1, O97985, O97986, Q53GM1, Q95HB8, Q9MY23, Q9NPL2, Q9TQB3, Q9TQB9, Q9TQK3",4PJA,X-ray,2.68 A,A/C=23-292
Q95460,MR1,,"A8K2V9, B4E3B1, O97985, O97986, Q53GM1, Q95HB8, Q9MY23, Q9NPL2, Q9TQB3, Q9TQB9, Q9TQK3",4PJB,X-ray,2.85 A,A/C=23-292
Q95460,MR1,,"A8K2V9, B4E3B1, O97985, O97986, Q53GM1, Q95HB8, Q9MY23, Q9NPL2, Q9TQB3, Q9TQB9, Q9TQK3",4PJC,X-ray,2.50 A,A/C=23-292
Q95460,MR1,,"A8K2V9, B4E3B1, O97985, O97986, Q53GM1, Q95HB8, Q9MY23, Q9NPL2, Q9TQB3, Q9TQB9, Q9TQK3",4PJD,X-ray,2.78 A,A/C=23-292
Q95460,MR1,,"A8K2V9, B4E3B1, O97985, O97986, Q53GM1, Q95HB8, Q9MY23, Q9NPL2, Q9TQB3, Q9TQB9, Q9TQK3",4PJE,X-ray,1.95 A,A/C=23-292
Q95460,MR1,,"A8K2V9, B4E3B1, O97985, O97986, Q53GM1, Q95HB8, Q9MY23, Q9NPL2, Q9TQB3, Q9TQB9, Q9TQK3",4PJF,X-ray,2.45 A,A/C=23-292
Q95460,MR1,,"A8K2V9, B4E3B1, O97985, O97986, Q53GM1, Q95HB8, Q9MY23, Q9NPL2, Q9TQB3, Q9TQB9, Q9TQK3",4PJG,X-ray,2.40 A,A/C=23-292
Q95460,MR1,,"A8K2V9, B4E3B1, O97985, O97986, Q53GM1, Q95HB8, Q9MY23, Q9NPL2, Q9TQB3, Q9TQB9, Q9TQK3",4PJH,X-ray,2.00 A,A/C=23-292
Q95460,MR1,,"A8K2V9, B4E3B1, O97985, O97986, Q53GM1, Q95HB8, Q9MY23, Q9NPL2, Q9TQB3, Q9TQB9, Q9TQK3",4PJI,X-ray,2.50 A,A/C=23-292
Q95460,MR1,,"A8K2V9, B4E3B1, O97985, O97986, Q53GM1, Q95HB8, Q9MY23, Q9NPL2, Q9TQB3, Q9TQB9, Q9TQK3",4PJX,X-ray,2.25 A,A/C=23-292
Q95460,MR1,,"A8K2V9, B4E3B1, O97985, O97986, Q53GM1, Q95HB8, Q9MY23, Q9NPL2, Q9TQB3, Q9TQB9, Q9TQK3",5D5M,X-ray,2.20 A,A/C=23-292
Q95460,MR1,,"A8K2V9, B4E3B1, O97985, O97986, Q53GM1, Q95HB8, Q9MY23, Q9NPL2, Q9TQB3, Q9TQB9, Q9TQK3",5D7I,X-ray,2.00 A,A/C=23-292
Q95460,MR1,,"A8K2V9, B4E3B1, O97985, O97986, Q53GM1, Q95HB8, Q9MY23, Q9NPL2, Q9TQB3, Q9TQB9, Q9TQK3",5D7J,X-ray,1.97 A,C/E=23-292
Q95460,MR1,,"A8K2V9, B4E3B1, O97985, O97986, Q53GM1, Q95HB8, Q9MY23, Q9NPL2, Q9TQB3, Q9TQB9, Q9TQK3",5D7L,X-ray,3.40 A,A/C=23-292
Q95460,MR1,,"A8K2V9, B4E3B1, O97985, O97986, Q53GM1, Q95HB8, Q9MY23, Q9NPL2, Q9TQB3, Q9TQB9, Q9TQK3",5U16,X-ray,2.00 A,A/C=23-292
Q95460,MR1,,"A8K2V9, B4E3B1, O97985, O97986, Q53GM1, Q95HB8, Q9MY23, Q9NPL2, Q9TQB3, Q9TQB9, Q9TQK3",5U17,X-ray,2.15 A,A/C=23-292
Q95460,MR1,,"A8K2V9, B4E3B1, O97985, O97986, Q53GM1, Q95HB8, Q9MY23, Q9NPL2, Q9TQB3, Q9TQB9, Q9TQK3",5U1R,X-ray,2.70 A,A/C=23-292
Q95460,MR1,,"A8K2V9, B4E3B1, O97985, O97986, Q53GM1, Q95HB8, Q9MY23, Q9NPL2, Q9TQB3, Q9TQB9, Q9TQK3",5U2V,X-ray,2.20 A,A/C=23-292
Q95460,MR1,,"A8K2V9, B4E3B1, O97985, O97986, Q53GM1, Q95HB8, Q9MY23, Q9NPL2, Q9TQB3, Q9TQB9, Q9TQK3",5U6Q,X-ray,1.90 A,A/C=23-292
Q95460,MR1,,"A8K2V9, B4E3B1, O97985, O97986, Q53GM1, Q95HB8, Q9MY23, Q9NPL2, Q9TQB3, Q9TQB9, Q9TQK3",5U72,X-ray,2.50 A,A/C=23-292
Q95460,MR1,,"A8K2V9, B4E3B1, O97985, O97986, Q53GM1, Q95HB8, Q9MY23, Q9NPL2, Q9TQB3, Q9TQB9, Q9TQK3",6MWR,X-ray,3.30 A,A=23-292
Q95460,MR1,,"A8K2V9, B4E3B1, O97985, O97986, Q53GM1, Q95HB8, Q9MY23, Q9NPL2, Q9TQB3, Q9TQB9, Q9TQK3",6PUC,X-ray,1.85 A,A/C=23-292
Q95460,MR1,,"A8K2V9, B4E3B1, O97985, O97986, Q53GM1, Q95HB8, Q9MY23, Q9NPL2, Q9TQB3, Q9TQB9, Q9TQK3",6PUD,X-ray,1.80 A,A/C=23-292
Q95460,MR1,,"A8K2V9, B4E3B1, O97985, O97986, Q53GM1, Q95HB8, Q9MY23, Q9NPL2, Q9TQB3, Q9TQB9, Q9TQK3",6PUE,X-ray,1.90 A,A/C=23-292
Q95460,MR1,,"A8K2V9, B4E3B1, O97985, O97986, Q53GM1, Q95HB8, Q9MY23, Q9NPL2, Q9TQB3, Q9TQB9, Q9TQK3",6PUF,X-ray,1.92 A,A/C=23-292
Q95460,MR1,,"A8K2V9, B4E3B1, O97985, O97986, Q53GM1, Q95HB8, Q9MY23, Q9NPL2, Q9TQB3, Q9TQB9, Q9TQK3",6PUG,X-ray,1.80 A,A/C=23-292
Q95460,MR1,,"A8K2V9, B4E3B1, O97985, O97986, Q53GM1, Q95HB8, Q9MY23, Q9NPL2, Q9TQB3, Q9TQB9, Q9TQK3",6PUH,X-ray,1.88 A,A/C=23-292
Q95460,MR1,,"A8K2V9, B4E3B1, O97985, O97986, Q53GM1, Q95HB8, Q9MY23, Q9NPL2, Q9TQB3, Q9TQB9, Q9TQK3",6PUI,X-ray,1.96 A,A/C=23-292
Q95460,MR1,,"A8K2V9, B4E3B1, O97985, O97986, Q53GM1, Q95HB8, Q9MY23, Q9NPL2, Q9TQB3, Q9TQB9, Q9TQK3",6PUJ,X-ray,1.92 A,A/C=23-292
Q95460,MR1,,"A8K2V9, B4E3B1, O97985, O97986, Q53GM1, Q95HB8, Q9MY23, Q9NPL2, Q9TQB3, Q9TQB9, Q9TQK3",6PUK,X-ray,2.08 A,A/C=23-292
Q95460,MR1,,"A8K2V9, B4E3B1, O97985, O97986, Q53GM1, Q95HB8, Q9MY23, Q9NPL2, Q9TQB3, Q9TQB9, Q9TQK3",6PUL,X-ray,1.84 A,A/C=23-292
Q95460,MR1,,"A8K2V9, B4E3B1, O97985, O97986, Q53GM1, Q95HB8, Q9MY23, Q9NPL2, Q9TQB3, Q9TQB9, Q9TQK3",6PUM,X-ray,1.96 A,A/C=23-292
Q95460,MR1,,"A8K2V9, B4E3B1, O97985, O97986, Q53GM1, Q95HB8, Q9MY23, Q9NPL2, Q9TQB3, Q9TQB9, Q9TQK3",6PVC,X-ray,1.96 A,A/C=23-292
Q95460,MR1,,"A8K2V9, B4E3B1, O97985, O97986, Q53GM1, Q95HB8, Q9MY23, Q9NPL2, Q9TQB3, Q9TQB9, Q9TQK3",6PVD,X-ray,2.14 A,A/C=23-292
Q95460,MR1,,"A8K2V9, B4E3B1, O97985, O97986, Q53GM1, Q95HB8, Q9MY23, Q9NPL2, Q9TQB3, Q9TQB9, Q9TQK3",6W9U,X-ray,1.89 A,A/C=23-292
Q95460,MR1,,"A8K2V9, B4E3B1, O97985, O97986, Q53GM1, Q95HB8, Q9MY23, Q9NPL2, Q9TQB3, Q9TQB9, Q9TQK3",6W9V,X-ray,1.95 A,A/C=23-292
Q95460,MR1,,"A8K2V9, B4E3B1, O97985, O97986, Q53GM1, Q95HB8, Q9MY23, Q9NPL2, Q9TQB3, Q9TQB9, Q9TQK3",6XQP,X-ray,2.90 A,A/C=23-292
Q95460,MR1,,"A8K2V9, B4E3B1, O97985, O97986, Q53GM1, Q95HB8, Q9MY23, Q9NPL2, Q9TQB3, Q9TQB9, Q9TQK3",7LLI,X-ray,3.20 A,A/C=23-292
Q95460,MR1,,"A8K2V9, B4E3B1, O97985, O97986, Q53GM1, Q95HB8, Q9MY23, Q9NPL2, Q9TQB3, Q9TQB9, Q9TQK3",7LLJ,X-ray,3.15 A,C/E=23-292
Q95460,MR1,,"A8K2V9, B4E3B1, O97985, O97986, Q53GM1, Q95HB8, Q9MY23, Q9NPL2, Q9TQB3, Q9TQB9, Q9TQK3",7RNO,NMR,,A=23-204
Q95460,MR1,,"A8K2V9, B4E3B1, O97985, O97986, Q53GM1, Q95HB8, Q9MY23, Q9NPL2, Q9TQB3, Q9TQB9, Q9TQK3",7UFJ,X-ray,2.50 A,A/C=23-292
Q95460,MR1,,"A8K2V9, B4E3B1, O97985, O97986, Q53GM1, Q95HB8, Q9MY23, Q9NPL2, Q9TQB3, Q9TQB9, Q9TQK3",7UMG,X-ray,2.40 A,A=23-292
Q95460,MR1,,"A8K2V9, B4E3B1, O97985, O97986, Q53GM1, Q95HB8, Q9MY23, Q9NPL2, Q9TQB3, Q9TQB9, Q9TQK3",7ZT2,X-ray,2.40 A,A=23-292
Q95460,MR1,,"A8K2V9, B4E3B1, O97985, O97986, Q53GM1, Q95HB8, Q9MY23, Q9NPL2, Q9TQB3, Q9TQB9, Q9TQK3",7ZT3,X-ray,2.40 A,A=23-292
Q95460,MR1,,"A8K2V9, B4E3B1, O97985, O97986, Q53GM1, Q95HB8, Q9MY23, Q9NPL2, Q9TQB3, Q9TQB9, Q9TQK3",7ZT4,X-ray,2.02 A,A=23-292
Q95460,MR1,,"A8K2V9, B4E3B1, O97985, O97986, Q53GM1, Q95HB8, Q9MY23, Q9NPL2, Q9TQB3, Q9TQB9, Q9TQK3",7ZT5,X-ray,2.09 A,A=23-292
Q95460,MR1,,"A8K2V9, B4E3B1, O97985, O97986, Q53GM1, Q95HB8, Q9MY23, Q9NPL2, Q9TQB3, Q9TQB9, Q9TQK3",7ZT7,X-ray,1.84 A,A=23-292
Q95460,MR1,,"A8K2V9, B4E3B1, O97985, O97986, Q53GM1, Q95HB8, Q9MY23, Q9NPL2, Q9TQB3, Q9TQB9, Q9TQK3",7ZT8,X-ray,2.29 A,A=23-292
Q95460,MR1,,"A8K2V9, B4E3B1, O97985, O97986, Q53GM1, Q95HB8, Q9MY23, Q9NPL2, Q9TQB3, Q9TQB9, Q9TQK3",7ZT9,X-ray,2.13 A,A=23-292
Q95460,MR1,,"A8K2V9, B4E3B1, O97985, O97986, Q53GM1, Q95HB8, Q9MY23, Q9NPL2, Q9TQB3, Q9TQB9, Q9TQK3",4NQC,,,
Q95460,MR1,,"A8K2V9, B4E3B1, O97985, O97986, Q53GM1, Q95HB8, Q9MY23, Q9NPL2, Q9TQB3, Q9TQB9, Q9TQK3",4NQD,,,
Q95460,MR1,,"A8K2V9, B4E3B1, O97985, O97986, Q53GM1, Q95HB8, Q9MY23, Q9NPL2, Q9TQB3, Q9TQB9, Q9TQK3",4NQE,,,
Q95460,MR1,,"A8K2V9, B4E3B1, O97985, O97986, Q53GM1, Q95HB8, Q9MY23, Q9NPL2, Q9TQB3, Q9TQB9, Q9TQK3",5D5M,,,
Q95460,MR1,,"A8K2V9, B4E3B1, O97985, O97986, Q53GM1, Q95HB8, Q9MY23, Q9NPL2, Q9TQB3, Q9TQB9, Q9TQK3",5D7I,,,
Q95460,MR1,,"A8K2V9, B4E3B1, O97985, O97986, Q53GM1, Q95HB8, Q9MY23, Q9NPL2, Q9TQB3, Q9TQB9, Q9TQK3",5D7J,,,
Q95460,MR1,,"A8K2V9, B4E3B1, O97985, O97986, Q53GM1, Q95HB8, Q9MY23, Q9NPL2, Q9TQB3, Q9TQB9, Q9TQK3",5D7L,,,
Q95460,MR1,,"A8K2V9, B4E3B1, O97985, O97986, Q53GM1, Q95HB8, Q9MY23, Q9NPL2, Q9TQB3, Q9TQB9, Q9TQK3",4PJ9,,,
Q95460,MR1,,"A8K2V9, B4E3B1, O97985, O97986, Q53GM1, Q95HB8, Q9MY23, Q9NPL2, Q9TQB3, Q9TQB9, Q9TQK3",6MWR,,,
Q95460,MR1,,"A8K2V9, B4E3B1, O97985, O97986, Q53GM1, Q95HB8, Q9MY23, Q9NPL2, Q9TQB3, Q9TQB9, Q9TQK3",6PUD,,,
Q95460,MR1,,"A8K2V9, B4E3B1, O97985, O97986, Q53GM1, Q95HB8, Q9MY23, Q9NPL2, Q9TQB3, Q9TQB9, Q9TQK3",6PUG,,,
Q95460,MR1,,"A8K2V9, B4E3B1, O97985, O97986, Q53GM1, Q95HB8, Q9MY23, Q9NPL2, Q9TQB3, Q9TQB9, Q9TQK3",7ZT2,,,
Q95460,MR1,,"A8K2V9, B4E3B1, O97985, O97986, Q53GM1, Q95HB8, Q9MY23, Q9NPL2, Q9TQB3, Q9TQB9, Q9TQK3",7ZT7,,,
P07333,CSF1R,FMS,"B5A955, D3DQG2, Q6LDW5, Q6LDY4, Q86VW7",2I0V,X-ray,2.80 A,"A=538-678, A=753-922"
P07333,CSF1R,FMS,"B5A955, D3DQG2, Q6LDW5, Q6LDY4, Q86VW7",2I0Y,X-ray,1.90 A,"A=538-678, A=753-922"
P07333,CSF1R,FMS,"B5A955, D3DQG2, Q6LDW5, Q6LDY4, Q86VW7",2I1M,X-ray,1.80 A,"A=538-678, A=753-922"
P07333,CSF1R,FMS,"B5A955, D3DQG2, Q6LDW5, Q6LDY4, Q86VW7",2OGV,X-ray,2.70 A,A=543-918
P07333,CSF1R,FMS,"B5A955, D3DQG2, Q6LDW5, Q6LDY4, Q86VW7",3BEA,X-ray,2.02 A,"A=538-678, A=753-922"
P07333,CSF1R,FMS,"B5A955, D3DQG2, Q6LDW5, Q6LDY4, Q86VW7",3DPK,X-ray,1.95 A,"A=538-678, A=771-922"
P07333,CSF1R,FMS,"B5A955, D3DQG2, Q6LDW5, Q6LDY4, Q86VW7",3KRJ,X-ray,2.10 A,"A=538-678, A=753-922"
